estabelecimento_codigo_ibge_municipio,paciente_grupo,n,uf
3129707,Trabalhadores de Saúde,303,MG
3129806,Pessoas com Deficiência,45,MG
3129806,Trabalhadores de Saúde,2090,MG
3130002,Pessoas com Deficiência,1,MG
3130002,Pessoas de 60 anos ou mais institucionalizadas,22,MG
3130002,Trabalhadores de Saúde,79,MG
3130051,Trabalhadores de Saúde,74,MG
3130101,Pessoas de 60 anos ou mais institucionalizadas,63,MG
3130101,Trabalhadores de Saúde,405,MG
3130200,Pessoas de 60 anos ou mais institucionalizadas,36,MG
3130200,Trabalhadores de Saúde,178,MG
3130309,Faixa Etária,2,MG
3130309,Pessoas com Deficiência,6,MG
3130309,Pessoas de 60 anos ou mais institucionalizadas,30,MG
3130309,Trabalhadores de Saúde,153,MG
3130408,Trabalhadores de Saúde,12,MG
3130507,Trabalhadores de Saúde,52,MG
3130556,Trabalhadores de Saúde,61,MG
3130606,Trabalhadores de Saúde,48,MG
3130655,Trabalhadores de Saúde,112,MG
3130705,Trabalhadores de Saúde,117,MG
3130903,Faixa Etária,7,MG
3130903,Pessoas de 60 anos ou mais institucionalizadas,38,MG
3130903,Trabalhadores de Saúde,287,MG
3131000,Trabalhadores de Saúde,60,MG
3131109,Pessoas de 60 anos ou mais institucionalizadas,22,MG
3131109,Trabalhadores de Saúde,100,MG
3131158,Pessoas com Deficiência,2,MG
3131158,Pessoas de 60 anos ou mais institucionalizadas,26,MG
3131158,Trabalhadores de Saúde,336,MG
3131208,Pessoas de 60 anos ou mais institucionalizadas,58,MG
3131208,Trabalhadores de Saúde,302,MG
3131505,Pessoas com Deficiência,5,MG
3131505,Pessoas de 60 anos ou mais institucionalizadas,25,MG
3131505,Trabalhadores de Saúde,61,MG
3131802,Trabalhadores de Saúde,115,MG
3131901,Faixa Etária,11,MG
3131901,Pessoas de 60 anos ou mais institucionalizadas,109,MG
3131901,Trabalhadores de Saúde,1002,MG
3132008,Faixa Etária,3,MG
3132008,Trabalhadores de Saúde,73,MG
3132107,Trabalhadores de Saúde,56,MG
3132206,Pessoas de 60 anos ou mais institucionalizadas,2,MG
3132206,Trabalhadores de Saúde,10,MG
3132305,Pessoas de 60 anos ou mais institucionalizadas,6,MG
3132305,Trabalhadores de Saúde,114,MG
3132305,Trabalhadores Industriais,1,MG
3132404,Faixa Etária,22,MG
3132404,Pessoas de 60 anos ou mais institucionalizadas,316,MG
3132404,Trabalhadores de Saúde,1501,MG
3132503,Comorbidades,1,MG
3132503,Pessoas com Deficiência,10,MG
3132503,Pessoas de 60 anos ou mais institucionalizadas,9,MG
3132503,Trabalhadores de Saúde,344,MG
3132602,Faixa Etária,3,MG
3132602,Trabalhadores de Saúde,78,MG
3132701,Pessoas de 60 anos ou mais institucionalizadas,58,MG
3132701,Trabalhadores de Saúde,517,MG
3132800,Trabalhadores de Saúde,79,MG
3132909,Pessoas de 60 anos ou mais institucionalizadas,48,MG
3132909,Trabalhadores de Saúde,223,MG
3133006,Pessoas de 60 anos ou mais institucionalizadas,20,MG
3133006,Trabalhadores de Saúde,166,MG
3133105,Faixa Etária,2,MG
3133105,Pessoas de 60 anos ou mais institucionalizadas,30,MG
3133105,Trabalhadores de Saúde,503,MG
3133204,Faixa Etária,12,MG
3133204,Trabalhadores de Saúde,194,MG
3133303,Pessoas com Deficiência,1,MG
3133303,Pessoas de 60 anos ou mais institucionalizadas,12,MG
3133303,Trabalhadores de Saúde,515,MG
3133402,Faixa Etária,2,MG
3133402,Pessoas com Deficiência,4,MG
3133402,Pessoas de 60 anos ou mais institucionalizadas,32,MG
3133402,Trabalhadores de Saúde,164,MG
3133501,Faixa Etária,1,MG
3133501,Pessoas de 60 anos ou mais institucionalizadas,62,MG
3133501,Povos Indígenas,41,MG
3133501,Trabalhadores de Saúde,306,MG
3133600,Trabalhadores de Saúde,103,MG
3133709,Pessoas de 60 anos ou mais institucionalizadas,15,MG
3133709,Trabalhadores de Saúde,7,MG
3133758,Pessoas de 60 anos ou mais institucionalizadas,47,MG
3133758,Trabalhadores de Saúde,492,MG
3133808,Trabalhadores de Saúde,28,MG
3133907,Faixa Etária,3,MG
3133907,Trabalhadores de Saúde,65,MG
3134004,Trabalhadores de Saúde,138,MG
3134103,Trabalhadores de Saúde,67,MG
3134202,Pessoas de 60 anos ou mais institucionalizadas,6,MG
3134202,Trabalhadores de Saúde,166,MG
3134400,Forças de Segurança e Salvamento,10,MG
3134400,Pessoas com Deficiência,7,MG
3134400,Pessoas de 60 anos ou mais institucionalizadas,52,MG
3134400,Trabalhadores de Saúde,507,MG
3134509,Trabalhadores de Saúde,78,MG
3134608,Pessoas de 60 anos ou mais institucionalizadas,43,MG
3134608,Trabalhadores de Saúde,157,MG
3134707,Trabalhadores de Saúde,201,MG
3134806,Pessoas de 60 anos ou mais institucionalizadas,71,MG
3134806,Trabalhadores de Saúde,196,MG
3135001,Trabalhadores de Saúde,47,MG
3135050,Pessoas com Deficiência,1,MG
3135050,Pessoas de 60 anos ou mais institucionalizadas,6,MG
3135050,Trabalhadores de Saúde,98,MG
3135076,Trabalhadores de Saúde,65,MG
3135100,Pessoas de 60 anos ou mais institucionalizadas,67,MG
3135100,Trabalhadores de Saúde,724,MG
3135209,Pessoas de 60 anos ou mais institucionalizadas,48,MG
3135209,Trabalhadores de Saúde,6,MG
3135308,Trabalhadores de Saúde,75,MG
3135357,Trabalhadores de Saúde,89,MG
3135407,Trabalhadores de Saúde,109,MG
3135456,Trabalhadores de Saúde,156,MG
3135605,Trabalhadores de Saúde,43,MG
3135704,Trabalhadores de Saúde,116,MG
3135803,Pessoas de 60 anos ou mais institucionalizadas,36,MG
3135803,Trabalhadores de Saúde,380,MG
3135902,Pessoas com Deficiência,1,MG
3135902,Pessoas de 60 anos ou mais institucionalizadas,15,MG
3135902,Trabalhadores de Saúde,57,MG
3136009,Pessoas de 60 anos ou mais institucionalizadas,25,MG
3136009,Trabalhadores de Saúde,184,MG
3136108,Trabalhadores de Saúde,81,MG
3136207,Faixa Etária,2,MG
3136207,Pessoas de 60 anos ou mais institucionalizadas,47,MG
3136207,Trabalhadores de Saúde,1551,MG
3136306,Pessoas de 60 anos ou mais institucionalizadas,82,MG
3136306,Trabalhadores de Saúde,709,MG
3136405,Pessoas com Deficiência,3,MG
3136405,Pessoas de 60 anos ou mais institucionalizadas,22,MG
3136405,Trabalhadores de Saúde,66,MG
3136504,Pessoas com Deficiência,4,MG
3136504,Pessoas de 60 anos ou mais institucionalizadas,16,MG
3136504,Trabalhadores de Saúde,129,MG
3136520,Trabalhadores de Saúde,72,MG
3136553,Trabalhadores de Saúde,82,MG
3136579,Trabalhadores de Saúde,55,MG
3136603,Trabalhadores de Saúde,108,MG
3136652,Trabalhadores de Saúde,196,MG
3136801,Trabalhadores de Saúde,90,MG
3136900,Pessoas de 60 anos ou mais institucionalizadas,47,MG
3136900,Trabalhadores de Saúde,259,MG
3136959,Faixa Etária,5,MG
3136959,Trabalhadores de Saúde,109,MG
3137007,Pessoas de 60 anos ou mais institucionalizadas,37,MG
3137007,Povos Indígenas,168,MG
3137007,Trabalhadores de Saúde,196,MG
3137106,Pessoas com Deficiência,5,MG
3137106,Pessoas de 60 anos ou mais institucionalizadas,6,MG
3137106,Trabalhadores de Saúde,109,MG
3137205,Faixa Etária,4,MG
3137205,Pessoas de 60 anos ou mais institucionalizadas,87,MG
3137205,Trabalhadores de Saúde,192,MG
3137304,Trabalhadores de Saúde,69,MG
3137403,Pessoas com Deficiência,8,MG
3137403,Trabalhadores de Saúde,124,MG
3137502,Pessoas de 60 anos ou mais institucionalizadas,37,MG
3137502,Trabalhadores de Saúde,231,MG
3137536,Faixa Etária,9,MG
3137536,Forças de Segurança e Salvamento,1,MG
3137536,Pessoas de 60 anos ou mais institucionalizadas,14,MG
3137536,Trabalhadores de Saúde,155,MG
3137601,Faixa Etária,1,MG
3137601,Pessoas de 60 anos ou mais institucionalizadas,92,MG
3137601,Trabalhadores de Saúde,1100,MG
3137700,Pessoas de 60 anos ou mais institucionalizadas,19,MG
3137700,Trabalhadores de Saúde,208,MG
3137809,Pessoas com Deficiência,26,MG
3137809,Pessoas de 60 anos ou mais institucionalizadas,34,MG
3137809,Trabalhadores de Saúde,232,MG
3137908,Comorbidades,2,MG
3137908,Trabalhadores de Saúde,66,MG
3138005,Trabalhadores de Saúde,44,MG
3138104,Pessoas de 60 anos ou mais institucionalizadas,12,MG
3138104,Trabalhadores de Saúde,99,MG
3138203,Comorbidades,1,MG
3138203,Pessoas de 60 anos ou mais institucionalizadas,141,MG
3138203,Trabalhadores de Saúde,1781,MG
3138351,Trabalhadores de Saúde,105,MG
3138401,Pessoas de 60 anos ou mais institucionalizadas,69,MG
3138401,Trabalhadores de Saúde,654,MG
3138500,Pessoas de 60 anos ou mais institucionalizadas,19,MG
3138500,Trabalhadores de Saúde,24,MG
3138609,Pessoas de 60 anos ou mais institucionalizadas,114,MG
3138609,Trabalhadores de Saúde,403,MG
3138625,Comorbidades,2,MG
3138625,Pessoas de 60 anos ou mais institucionalizadas,47,MG
3138625,Trabalhadores de Saúde,86,MG
3138674,Faixa Etária,6,MG
3138674,Trabalhadores de Saúde,82,MG
3138682,Trabalhadores de Saúde,120,MG
3138708,Pessoas de 60 anos ou mais institucionalizadas,24,MG
3138708,Trabalhadores de Saúde,119,MG
3138807,Trabalhadores de Saúde,257,MG
3138906,Trabalhadores de Saúde,168,MG
3139003,Pessoas com Deficiência,2,MG
3139003,Pessoas de 60 anos ou mais institucionalizadas,72,MG
3139003,Trabalhadores de Saúde,622,MG
3139102,Trabalhadores de Saúde,86,MG
3139201,Pessoas com Deficiência,8,MG
3139201,Pessoas de 60 anos ou mais institucionalizadas,66,MG
3139201,Trabalhadores de Saúde,285,MG
3139250,Trabalhadores de Saúde,58,MG
3139300,Pessoas com Deficiência,4,MG
3139300,Pessoas de 60 anos ou mais institucionalizadas,11,MG
3139300,Trabalhadores de Saúde,273,MG
3139409,Faixa Etária,1,MG
3139409,Forças de Segurança e Salvamento,1,MG
3139409,Pessoas com Deficiência,5,MG
3139409,Pessoas de 60 anos ou mais institucionalizadas,67,MG
3139409,Trabalhadores de Saúde,1467,MG
3139508,Comorbidades,13,MG
3139508,Faixa Etária,60,MG
3139508,Trabalhadores de Saúde,310,MG
3139607,Pessoas com Deficiência,20,MG
3139607,Pessoas de 60 anos ou mais institucionalizadas,81,MG
3139607,Trabalhadores de Saúde,490,MG
3139706,Trabalhadores de Saúde,99,MG
3139805,Pessoas de 60 anos ou mais institucionalizadas,55,MG
3139805,Trabalhadores de Saúde,203,MG
3139904,Pessoas de 60 anos ou mais institucionalizadas,49,MG
3139904,Trabalhadores de Saúde,141,MG
3140001,Pessoas de 60 anos ou mais institucionalizadas,119,MG
3140001,Trabalhadores de Saúde,1426,MG
3140100,Trabalhadores de Saúde,90,MG
3140159,Faixa Etária,64,MG
3140159,Trabalhadores de Saúde,170,MG
3140209,Trabalhadores de Saúde,70,MG
3140308,Trabalhadores de Saúde,62,MG
3140407,Faixa Etária,10,MG
3140407,Trabalhadores de Saúde,56,MG
3140506,Pessoas de 60 anos ou mais institucionalizadas,58,MG
3140506,Povos Indígenas,65,MG
3140506,Trabalhadores de Saúde,201,MG
3140530,Trabalhadores de Saúde,95,MG
3140555,Comorbidades,3,MG
3140555,Pessoas com Deficiência,1,MG
3140555,Trabalhadores de Saúde,135,MG
3140605,Trabalhadores de Saúde,77,MG
3140704,Pessoas de 60 anos ou mais institucionalizadas,29,MG
3140704,Trabalhadores de Saúde,398,MG
3140803,Faixa Etária,3,MG
3140803,Forças de Segurança e Salvamento,2,MG
3140803,Pessoas de 60 anos ou mais institucionalizadas,3,MG
3140803,Trabalhadores de Saúde,165,MG
3140852,Trabalhadores de Saúde,31,MG
3141009,Pessoas de 60 anos ou mais institucionalizadas,8,MG
3141009,Trabalhadores de Saúde,97,MG
3141108,Pessoas de 60 anos ou mais institucionalizadas,31,MG
3141108,Trabalhadores de Saúde,602,MG
3141207,Trabalhadores de Saúde,101,MG
3141306,Trabalhadores de Saúde,60,MG
3141405,Faixa Etária,35,MG
3141405,Pessoas com Deficiência,12,MG
3141405,Pessoas de 60 anos ou mais institucionalizadas,51,MG
3141405,Trabalhadores de Saúde,484,MG
3141504,Faixa Etária,1,MG
3141504,Trabalhadores de Saúde,95,MG
3141603,Trabalhadores de Saúde,25,MG
3141702,Comorbidades,1,MG
3141702,Trabalhadores de Saúde,62,MG
3141801,Pessoas de 60 anos ou mais institucionalizadas,53,MG
3141801,Trabalhadores de Saúde,206,MG
3142007,Faixa Etária,1,MG
3142007,Pessoas de 60 anos ou mais institucionalizadas,20,MG
3142007,Trabalhadores de Saúde,152,MG
3142106,Trabalhadores de Saúde,116,MG
3142205,Pessoas de 60 anos ou mais institucionalizadas,20,MG
3142205,Trabalhadores de Saúde,170,MG
3142304,Trabalhadores de Saúde,74,MG
3142403,Pessoas com Deficiência,1,MG
3142403,Pessoas de 60 anos ou mais institucionalizadas,10,MG
3142403,Trabalhadores de Saúde,102,MG
3142502,Trabalhadores de Saúde,66,MG
3142700,Faixa Etária,5,MG
3142700,Trabalhadores de Saúde,173,MG
3142809,Pessoas de 60 anos ou mais institucionalizadas,2,MG
3142809,Trabalhadores de Saúde,99,MG
3142908,Pessoas com Deficiência,3,MG
3142908,Pessoas de 60 anos ou mais institucionalizadas,23,MG
3142908,Trabalhadores de Saúde,314,MG
3143005,Pessoas com Deficiência,2,MG
3143005,Pessoas de 60 anos ou mais institucionalizadas,88,MG
3143005,Trabalhadores de Saúde,286,MG
3143104,Trabalhadores de Saúde,193,MG
3143153,Trabalhadores de Saúde,83,MG
3143203,Faixa Etária,3,MG
3143203,Pessoas com Deficiência,23,MG
3143203,Pessoas de 60 anos ou mais institucionalizadas,152,MG
3143203,Trabalhadores de Saúde,216,MG
3143302,Faixa Etária,1500,MG
3143302,Forças de Segurança e Salvamento,1,MG
3143302,Pessoas com Deficiência,27,MG
3143302,Pessoas de 60 anos ou mais institucionalizadas,86,MG
3143302,Trabalhadores de Saúde,5164,MG
3143401,Trabalhadores de Saúde,56,MG
3143450,Trabalhadores de Saúde,80,MG
3143500,Pessoas de 60 anos ou mais institucionalizadas,12,MG
3143500,Trabalhadores de Saúde,60,MG
3143609,Trabalhadores de Saúde,58,MG
3143708,Trabalhadores de Saúde,96,MG
3143807,Trabalhadores de Saúde,67,MG
3143906,Faixa Etária,1,MG
3143906,Forças de Segurança e Salvamento,23,MG
3143906,Pessoas com Deficiência,2,MG
3143906,Pessoas de 60 anos ou mais institucionalizadas,114,MG
3143906,Trabalhadores de Saúde,3891,MG
3144003,Faixa Etária,5,MG
3144003,Pessoas de 60 anos ou mais institucionalizadas,48,MG
3144003,Trabalhadores de Saúde,231,MG
3144102,Pessoas de 60 anos ou mais institucionalizadas,52,MG
3144102,Trabalhadores de Saúde,405,MG
3144201,Trabalhadores de Saúde,58,MG
3144300,Pessoas com Deficiência,1,MG
3144300,Pessoas de 60 anos ou mais institucionalizadas,34,MG
3144300,Trabalhadores de Saúde,884,MG
3144359,Trabalhadores de Saúde,79,MG
3144375,Trabalhadores de Saúde,73,MG
3144409,Faixa Etária,32,MG
3144409,Pessoas com Deficiência,2,MG
3144409,Pessoas de 60 anos ou mais institucionalizadas,39,MG
3144409,Trabalhadores de Saúde,150,MG
3144508,Pessoas de 60 anos ou mais institucionalizadas,21,MG
3144508,Trabalhadores de Saúde,122,MG
3144607,Pessoas com Deficiência,6,MG
3144607,Pessoas de 60 anos ou mais institucionalizadas,46,MG
3144607,Trabalhadores de Saúde,342,MG
3144656,Trabalhadores de Saúde,42,MG
3144672,Trabalhadores de Saúde,69,MG
3144706,Pessoas de 60 anos ou mais institucionalizadas,46,MG
3144706,Trabalhadores de Saúde,402,MG
3144805,Faixa Etária,3,MG
3144805,Pessoas com Deficiência,12,MG
3144805,Pessoas de 60 anos ou mais institucionalizadas,58,MG
3144805,Trabalhadores de Saúde,4295,MG
3144904,Trabalhadores de Saúde,66,MG
3145000,Pessoas com Deficiência,3,MG
3145000,Pessoas de 60 anos ou mais institucionalizadas,21,MG
3145000,Trabalhadores de Saúde,171,MG
3145059,Trabalhadores de Saúde,82,MG
3145208,Trabalhadores de Saúde,336,MG
3145307,Trabalhadores de Saúde,191,MG
3145356,Pessoas de 60 anos ou mais institucionalizadas,33,MG
3145356,Trabalhadores de Saúde,68,MG
3145372,Trabalhadores de Saúde,59,MG
3145455,Trabalhadores de Saúde,82,MG
3145505,Trabalhadores de Saúde,55,MG
3145604,Pessoas de 60 anos ou mais institucionalizadas,62,MG
3145604,Trabalhadores de Saúde,1284,MG
3145703,Trabalhadores de Saúde,3,MG
3145802,Trabalhadores de Saúde,70,MG
3145851,Pessoas de 60 anos ou mais institucionalizadas,8,MG
3145851,Trabalhadores de Saúde,72,MG
3145877,Faixa Etária,9,MG
3145877,Trabalhadores de Saúde,76,MG
3145901,Pessoas de 60 anos ou mais institucionalizadas,16,MG
3145901,Trabalhadores de Saúde,330,MG
3146008,Pessoas de 60 anos ou mais institucionalizadas,106,MG
3146008,Trabalhadores de Saúde,643,MG
3146107,Pessoas com Deficiência,1,MG
3146107,Pessoas de 60 anos ou mais institucionalizadas,45,MG
3146107,Trabalhadores de Saúde,1288,MG
3146206,Pessoas de 60 anos ou mais institucionalizadas,45,MG
3146206,Trabalhadores de Saúde,136,MG
3146255,Trabalhadores de Saúde,24,MG
3146305,Pessoas de 60 anos ou mais institucionalizadas,26,MG
3146305,Trabalhadores de Saúde,325,MG
3146404,Pessoas de 60 anos ou mais institucionalizadas,13,MG
3146404,Trabalhadores de Saúde,89,MG
3146503,Pessoas com Deficiência,1,MG
3146503,Pessoas de 60 anos ou mais institucionalizadas,19,MG
3146503,Trabalhadores de Saúde,177,MG
3146552,Trabalhadores de Saúde,74,MG
3146602,Trabalhadores de Saúde,45,MG
3146701,Trabalhadores de Saúde,22,MG
3146750,Trabalhadores de Saúde,77,MG
3146909,Pessoas de 60 anos ou mais institucionalizadas,50,MG
3146909,Trabalhadores de Saúde,262,MG
3147006,Pessoas de 60 anos ou mais institucionalizadas,58,MG
3147006,Trabalhadores de Saúde,1714,MG
3147105,Faixa Etária,2,MG
3147105,Pessoas com Deficiência,20,MG
3147105,Pessoas de 60 anos ou mais institucionalizadas,120,MG
3147105,Trabalhadores de Saúde,1647,MG
3147204,Pessoas de 60 anos ou mais institucionalizadas,38,MG
3147204,Trabalhadores de Saúde,174,MG
3147402,Pessoas com Deficiência,2,MG
3147402,Pessoas de 60 anos ou mais institucionalizadas,60,MG
3147402,Trabalhadores de Saúde,272,MG
3147501,Faixa Etária,4,MG
3147501,Trabalhadores de Saúde,89,MG
3147600,Pessoas de 60 anos ou mais institucionalizadas,9,MG
3147600,Trabalhadores de Saúde,122,MG
3147709,Pessoas com Deficiência,9,MG
3147709,Pessoas de 60 anos ou mais institucionalizadas,26,MG
3147709,Trabalhadores de Saúde,167,MG
3147808,Trabalhadores de Saúde,59,MG
3147907,Faixa Etária,10,MG
3147907,Pessoas de 60 anos ou mais institucionalizadas,108,MG
3147907,Trabalhadores de Saúde,1016,MG
3147956,Faixa Etária,2,MG
3147956,Trabalhadores de Saúde,55,MG
3148004,Forças de Segurança e Salvamento,10,MG
3148004,Pessoas de 60 anos ou mais institucionalizadas,143,MG
3148004,Trabalhadores de Saúde,2008,MG
3148103,Faixa Etária,23,MG
3148103,Pessoas de 60 anos ou mais institucionalizadas,66,MG
3148103,Trabalhadores de Saúde,2792,MG
3148301,Trabalhadores de Saúde,71,MG
3148400,Pessoas de 60 anos ou mais institucionalizadas,15,MG
3148400,Trabalhadores de Saúde,81,MG
3148509,Pessoas com Deficiência,2,MG
3148509,Pessoas de 60 anos ou mais institucionalizadas,20,MG
3148509,Trabalhadores de Saúde,148,MG
3148608,Pessoas de 60 anos ou mais institucionalizadas,20,MG
3148608,Trabalhadores de Saúde,391,MG
3148707,Pessoas de 60 anos ou mais institucionalizadas,40,MG
3148707,Trabalhadores de Saúde,437,MG
3148756,Trabalhadores de Saúde,77,MG
3148806,Trabalhadores de Saúde,86,MG
3149002,Trabalhadores de Saúde,1,MG
3149101,Pessoas de 60 anos ou mais institucionalizadas,42,MG
3149101,Trabalhadores de Saúde,268,MG
3149150,Trabalhadores de Saúde,103,MG
3149200,Faixa Etária,1,MG
3149200,Trabalhadores de Saúde,107,MG
3149309,Faixa Etária,5,MG
3149309,Pessoas de 60 anos ou mais institucionalizadas,5,MG
3149309,Trabalhadores de Saúde,626,MG
3149606,Faixa Etária,3,MG
3149606,Trabalhadores de Saúde,79,MG
3149705,Pessoas de 60 anos ou mais institucionalizadas,22,MG
3149705,Trabalhadores de Saúde,82,MG
3149804,Trabalhadores de Saúde,4,MG
3149903,Pessoas de 60 anos ou mais institucionalizadas,72,MG
3149903,Trabalhadores de Saúde,86,MG
3149952,Trabalhadores de Saúde,87,MG
3150000,Pessoas com Deficiência,23,MG
3150000,Pessoas de 60 anos ou mais institucionalizadas,59,MG
3150000,Trabalhadores de Saúde,118,MG
3150109,Trabalhadores de Saúde,49,MG
3150158,Faixa Etária,15,MG
3150158,Trabalhadores de Saúde,97,MG
3150208,Pessoas com Deficiência,6,MG
3150208,Pessoas de 60 anos ou mais institucionalizadas,33,MG
3150208,Trabalhadores de Saúde,141,MG
3150307,Trabalhadores de Saúde,82,MG
3150406,Faixa Etária,12,MG
3150406,Pessoas com Deficiência,9,MG
3150406,Pessoas de 60 anos ou mais institucionalizadas,47,MG
3150406,Trabalhadores de Saúde,102,MG
3150505,Trabalhadores de Saúde,239,MG
3150539,Trabalhadores de Saúde,92,MG
3150570,Faixa Etária,9,MG
3150570,Trabalhadores de Saúde,82,MG
3150604,Pessoas com Deficiência,1,MG
3150604,Pessoas de 60 anos ou mais institucionalizadas,20,MG
3150604,Trabalhadores de Saúde,129,MG
3150703,Faixa Etária,4,MG
